num_robot_dir;num_exp_file;numTotalIterations;numMaxIterationsReachGoal + numMaxIterationsExitGoal;numMsgs;numTotalIterationsReachGoal;numTotalIterationsExitGoal;numMaxIterationsReachGoal;numMaxIterationsExitGoal;numTotalStalls
360;33;8103517;44516;0;7902534;200983;43736;780;0
360;34;9434637;50324;0;9232094;202543;49425;899;0
360;35;8298888;45256;0;8097118;201770;44415;841;0
360;36;8183528;44597;0;7979133;204395;43665;932;0
360;37;8304126;44817;0;8102116;202010;43882;935;0
360;38;8270554;43983;0;8068327;202227;43087;896;0
360;39;8721130;46913;0;8518549;202581;46044;869;0
360;4;9079806;49182;0;8877504;202302;48338;844;0
360;5;8403940;44776;0;8203130;200810;43896;880;0
360;6;9174274;48624;0;8971382;202892;47628;996;0
360;7;7947710;43782;0;7745118;202592;42869;913;0
360;8;8808460;46894;0;8607621;200839;46068;826;0
360;9;8714497;47591;0;8512355;202142;46714;877;0
380;0;9307658;46836;0;9089781;217877;45961;875;0
380;1;10658165;53334;0;10439415;218750;52393;941;0
380;10;10078673;50842;0;9858821;219852;49929;913;0
380;11;10498770;51425;0;10278928;219842;50509;916;0
380;12;9471353;47121;0;9253721;217632;46253;868;0
380;13;9682253;49479;0;9462612;219641;48610;869;0
380;14;10364892;51245;0;10145974;218918;50390;855;0
380;15;9867029;49681;0;9649558;217471;48811;870;0
380;16;9948839;49648;0;9729213;219626;48770;878;0
380;17;9081541;47033;0;8862830;218711;46121;912;0
380;18;10031059;49712;0;9812402;218657;48865;847;0
380;19;9948682;49891;0;9729797;218885;49044;847;0
380;2;9928100;50227;0;9709980;218120;49344;883;0
380;20;10296720;51796;0;10076268;220452;50875;921;0
380;21;9834176;50189;0;9616020;218156;49330;859;0
380;22;9702518;48913;0;9483448;219070;48002;911;0
380;23;9509742;49573;0;9292195;217547;48596;977;0
380;24;9349372;48289;0;9129953;219419;47307;982;0
380;25;9836633;49271;0;9618758;217875;48355;916;0
380;26;9716395;50100;0;9498118;218277;49213;887;0
380;27;9365859;49202;0;9145903;219956;48211;991;0
380;28;9238455;47457;0;9018205;220250;46442;1015;0
380;29;9251163;51626;0;9031703;219460;50785;841;0
380;3;10869151;53397;0;10648515;220636;52561;836;0
380;30;10135253;50953;0;9915954;219299;50029;924;0
380;31;8976046;47183;0;8757644;218402;46377;806;0
380;32;9702824;49801;0;9482766;220058;48845;956;0
380;33;10561648;52331;0;10342355;219293;51341;990;0
380;34;9471952;48208;0;9252282;219670;47262;946;0
380;35;10078610;51265;0;9857694;220916;50327;938;0
380;36;9833170;49866;0;9612698;220472;49000;866;0
380;37;10162286;51422;0;9941422;220864;50575;847;0
380;38;10963490;52614;0;10745098;218392;51732;882;0
380;39;10662890;52806;0;10443610;219280;51863;943;0
380;4;9225627;47052;0;9006908;218719;46128;924;0
380;5;10273542;52311;0;10054665;218877;51455;856;0
380;6;9636101;47873;0;9416913;219188;46997;876;0
380;7;10369698;54321;0;10151461;218237;53490;831;0
380;8;9622852;48825;0;9403792;219060;47932;893;0
380;9;10178310;51117;0;9960847;217463;50196;921;0
40;0;126855;6119;0;118260;8595;5778;341;0
40;1;122404;5756;0;114335;8069;5496;260;0
40;10;115806;5557;0;107660;8146;5279;278;0
40;11;121674;5694;0;113225;8449;5416;278;0
40;12;129468;6011;0;121342;8126;5735;276;0
40;13;128871;6009;0;120575;8296;5697;312;0
40;14;119531;5591;0;111255;8276;5249;342;0
40;15;116560;5485;0;108470;8090;5150;335;0
40;16;113732;5747;0;105553;8179;5468;279;0
40;17;111301;5190;0;103124;8177;4915;275;0
40;18;108261;5124;0;100353;7908;4859;265;0
40;19;120236;6110;0;112183;8053;5819;291;0
40;2;108851;5105;0;100703;8148;4826;279;0
40;20;123674;5656;0;115688;7986;5391;265;0
40;21;104591;5270;0;96478;8113;4972;298;0
40;22;116954;5521;0;108861;8093;5227;294;0
40;23;116721;5724;0;108478;8243;5424;300;0
40;24;130149;6311;0;122138;8011;6037;274;0
40;25;109776;5474;0;101644;8132;5183;291;0
40;26;111722;5552;0;103854;7868;5286;266;0
40;27;107996;5249;0;99682;8314;4963;286;0
40;28;112956;5651;0;104820;8136;5358;293;0
40;29;123959;6069;0;115676;8283;5790;279;0
40;3;133546;6223;0;125425;8121;5949;274;0
40;30;120171;5858;0;111908;8263;5597;261;0
40;31;118125;6019;0;110199;7926;5699;320;0
40;32;138602;6189;0;130214;8388;5869;320;0
40;33;114069;5477;0;105730;8339;5120;357;0
40;34;117659;5517;0;109453;8206;5249;268;0
40;35;125437;5876;0;117266;8171;5587;289;0
40;36;126856;5704;0;118645;8211;5356;348;0
40;37;106537;5033;0;98020;8517;4722;311;0
40;38;113885;5607;0;105719;8166;5321;286;0
40;39;136853;6219;0;128722;8131;5942;277;0
40;4;102607;5059;0;94655;7952;4765;294;0
40;5;116419;5342;0;108149;8270;5027;315;0
40;6;120317;5501;0;112339;7978;5219;282;0
40;7;134059;6075;0;125822;8237;5759;316;0
40;8;115459;5846;0;107343;8116;5552;294;0
40;9;117711;5531;0;109432;8279;5161;370;0
400;0;10832260;52424;0;10596274;235986;51490;934;0
400;1;10724561;52142;0;10488401;236160;51169;973;0
400;10;10703572;52367;0;10466608;236964;51416;951;1
400;11;10973560;51765;0;10737518;236042;50929;836;0
400;12;9905306;52796;0;9668894;236412;51899;897;0
400;13;10871318;51301;0;10634969;236349;50338;963;0
400;14;10381082;50243;0;10146479;234603;49286;957;0
400;15;10423962;49820;0;10187557;236405;48891;929;0
400;16;10793259;52014;0;10559529;233730;51116;898;0
400;17;10628633;51288;0;10391083;237550;50321;967;0
400;18;10723176;52785;0;10485586;237590;51811;974;0
400;19;11462103;54408;0;11224341;237762;53534;874;0
400;2;10157734;50023;0;9922312;235422;49076;947;0
400;20;11136745;53402;0;10899523;237222;52524;878;0
400;21;10962539;52109;0;10725472;237067;51083;1026;0
400;22;11342262;54352;0;11104924;237338;53531;821;0
400;23;11350085;53802;0;11113730;236355;52896;906;0
400;24;12024531;53936;0;11788303;236228;53021;915;0
400;25;10135026;49285;0;9897927;237099;48374;911;0
400;26;11881922;56404;0;11645015;236907;55492;912;0
400;27;10912123;51609;0;10676879;235244;50763;846;0
400;28;10891484;53297;0;10655243;236241;52348;949;0
400;29;11014238;53030;0;10777513;236725;52074;956;0
400;3;11503772;53377;0;11266760;237012;52291;1086;0
400;30;11674222;55749;0;11438398;235824;54826;923;0
400;31;10210245;49775;0;9974308;235937;48924;851;0
400;32;11580454;53821;0;11342981;237473;52895;926;0
400;33;10300209;50232;0;10063214;236995;49336;896;0
400;34;10739514;52766;0;10502168;237346;51740;1026;0
400;35;11920956;55890;0;11684327;236629;54971;919;0
400;36;11728386;55320;0;11491168;237218;54344;976;0
400;37;9767338;48238;0;9532601;234737;47238;1000;0
400;38;12148738;56554;0;11912298;236440;55619;935;0
400;39;10842422;51851;0;10607325;235097;50905;946;0
400;4;10965127;51478;0;10730786;234341;50615;863;0
400;5;11227263;53701;0;10992686;234577;52782;919;0
400;6;11841816;53316;0;11606406;235410;52473;843;0
400;7;10288755;50161;0;10052415;236340;49217;944;0
400;8;10757320;51311;0;10520047;237273;50449;862;0
400;9;10986119;51853;0;10748918;237201;50916;937;0
420;0;11761304;53390;0;11505297;256007;52423;967;0
420;1;11957276;54367;0;11704521;252755;53525;842;0
420;10;12019489;56164;0;11764637;254852;55215;949;0
420;11;12481957;56841;0;12227390;254567;55794;1047;0
420;12;11676645;54522;0;11424143;252502;53606;916;0
420;13;12340952;56851;0;12086174;254778;55919;932;0
420;14;12404433;56204;0;12150032;254401;55321;883;0
420;15;11185176;52677;0;10929421;255755;51732;945;0
420;16;12286635;56490;0;12030551;256084;55542;948;0
420;17;11450017;52825;0;11195403;254614;51851;974;0
420;18;12359848;56936;0;12106967;252881;55959;977;0
420;19;12431072;56642;0;12176034;255038;55794;848;0
420;2;11331346;51535;0;11076710;254636;50542;993;0
420;20;12575484;57054;0;12320932;254552;55994;1060;0
420;21;12128434;56316;0;11873269;255165;55392;924;0
420;22;12035971;55349;0;11782508;253463;54359;990;0
420;23;12088539;54399;0;11835028;253511;53475;924;0
420;24;12197947;55083;0;11945110;252837;54171;912;0
420;25;12212336;54844;0;11959133;253203;53909;935;0
420;26;12587939;57075;0;12335674;252265;56129;946;0
420;27;11746916;52254;0;11493326;253590;51258;996;0
420;28;12102771;53645;0;11848694;254077;52759;886;0
420;29;11947571;53778;0;11693752;253819;52704;1074;0
420;3;12199063;54035;0;11943069;255994;53136;899;0
420;30;12861327;59887;0;12606776;254551;59006;881;0
420;31;11715720;54391;0;11462728;252992;53401;990;0
420;32;12542839;55845;0;12288983;253856;54890;955;0
420;33;10993302;50775;0;10740634;252668;49966;809;0
420;34;11983292;54838;0;11730586;252706;53957;881;0
420;35;11792798;53195;0;11538648;254150;52264;931;0
420;36;12698668;56721;0;12444171;254497;55853;868;0
420;37;12813849;56410;0;12559099;254750;55568;842;0
420;38;10957524;52120;0;10704539;252985;51222;898;0
420;39;12871674;57241;0;12619182;252492;56317;924;0
420;4;12530755;56790;0;12276063;254692;55858;932;2
420;5;12097352;56671;0;11843357;253995;55778;893;0
420;6;11100296;51579;0;10845171;255125;50486;1093;0
420;7;11819357;54134;0;11565178;254179;53148;986;0
420;8;11746223;53025;0;11493849;252374;52085;940;0
420;9;12641535;56854;0;12386916;254619;55934;920;0
440;0;13020771;57784;0;12749189;271582;56888;896;0
440;1;14971131;64017;0;14698620;272511;63111;906;0
440;10;13080640;56288;0;12808555;272085;55328;960;0
440;11;12427376;54536;0;12156767;270609;53591;945;0
440;12;14873342;61878;0;14600756;272586;61018;860;0
440;13;13415606;57820;0;13143457;272149;56816;1004;0
440;14;14751400;61591;0;14478306;273094;60615;976;0
440;15;12935755;56577;0;12663928;271827;55531;1046;0
440;16;13266494;58206;0;12993257;273237;57225;981;0
440;17;14014299;58033;0;13741004;273295;57142;891;0
440;18;13239078;58231;0;12965756;273322;57333;898;0
440;19;13017007;56510;0;12745018;271989;55588;922;0
440;2;13756782;58572;0;13482195;274587;57691;881;0
440;20;13562162;58712;0;13288070;274092;57771;941;0
440;21;13025936;58199;0;12752411;273525;57047;1152;0
440;22;12056573;53403;0;11783751;272822;52417;986;0
440;23;12658561;55703;0;12384088;274473;54693;1010;0
440;24;13030492;56184;0;12759691;270801;55093;1091;0
440;25;14090644;60854;0;13817826;272818;59969;885;0
440;26;13651299;58916;0;13378912;272387;57983;933;0
440;27;12451932;55499;0;12181455;270477;54573;926;0
440;28;13917884;61091;0;13644784;273100;60104;987;0
440;29;12737834;55593;0;12464545;273289;54639;954;0
440;3;13097698;57413;0;12825337;272361;56415;998;0
440;30;13110747;56442;0;12837972;272775;55476;966;0
440;31;13149785;57816;0;12879240;270545;56833;983;0
440;32;12498951;54494;0;12226896;272055;53589;905;0
440;33;12914330;55817;0;12643240;271090;54967;850;0
440;34;13279818;55554;0;13006376;273442;54646;908;0
440;35;13287685;57661;0;13017081;270604;56824;837;0
440;36;13532210;57266;0;13259802;272408;56332;934;0
440;37;13954282;58494;0;13682614;271668;57556;938;0
440;38;13881401;61041;0;13608729;272672;60013;1028;0
440;39;12284959;54585;0;12015081;269878;53675;910;0
440;4;13895785;59704;0;13621417;274368;58798;906;0
440;5;13052785;56232;0;12781193;271592;55326;906;0
440;6;12712290;54595;0;12440541;271749;53622;973;0
440;7;13254789;57138;0;12984127;270662;56214;924;0
440;8;13271702;58595;0;12998269;273433;57603;992;0
440;9;13450695;58754;0;13176902;273793;57666;1088;0
460;0;14315737;59923;0;14020105;295632;58908;1015;0
460;1;14931079;60916;0;14639146;291933;59986;930;0
460;10;14944943;63353;0;14652238;292705;62287;1066;0
460;11;15782585;65693;0;15491624;290961;64743;950;0
460;12;15394584;62728;0;15105016;289568;61721;1007;0
460;13;14864957;60840;0;14573696;291261;59898;942;0
460;14;13909873;59831;0;13618569;291304;58902;929;0
460;15;14817615;60971;0;14524975;292640;59943;1028;0
460;16;14114056;59530;0;13823956;290100;58515;1015;0
460;17;15562496;64034;0;15269605;292891;63071;963;0
460;18;14442838;60256;0;14151970;290868;59352;904;0
460;19;13710363;57848;0;13420903;289460;56930;918;0
460;2;13643899;58566;0;13353482;290417;57633;933;0
460;20;14836948;59714;0;14545657;291291;58738;976;0
460;21;15020116;61188;0;14729505;290611;60277;911;0
460;22;14283829;59095;0;13992988;290841;58090;1005;0
460;23;14702432;60928;0;14412109;290323;59959;969;0
460;24;15611005;63313;0;15319204;291801;62308;1005;0
460;25;14464894;60029;0;14174233;290661;59058;971;1
460;26;15472372;63831;0;15180031;292341;62891;940;0
460;27;13890011;59217;0;13600245;289766;58201;1016;0
460;28;15040917;63172;0;14749018;291899;62279;893;0
460;29;15676708;62659;0;15384341;292367;61677;982;0
460;3;13905805;57762;0;13615257;290548;56751;1011;0
460;30;13996868;59589;0;13706596;290272;58684;905;0
460;31;14669959;61493;0;14378664;291295;60369;1124;0
460;32;14052927;58853;0;13763996;288931;57952;901;0
460;33;14353441;60146;0;14064205;289236;59207;939;0
460;34;15288911;62431;0;14997759;291152;61311;1120;0
460;35;14165445;58387;0;13874852;290593;57450;937;0
460;36;13818052;57988;0;13528662;289390;57089;899;0
460;37;14787335;60589;0;14496060;291275;59668;921;0
460;38;13722712;57208;0;13433425;289287;56290;918;0
460;39;14669717;61966;0;14378883;290834;60995;971;0
460;4;14058567;59658;0;13766558;292009;58572;1086;0
460;5;14308792;58400;0;14020324;288468;57448;952;0
460;6;14310839;60349;0;14020778;290061;59366;983;0
460;7;15689031;62736;0;15397868;291163;61843;893;0
460;8;14356391;59986;0;14066056;290335;58997;989;0
460;9;14272629;59417;0;13981354;291275;58324;1093;0
480;0;14846335;59470;0;14536924;309411;58566;904;0
480;1;16611659;65992;0;16299828;311831;65034;958;0
480;10;16724131;66081;0;16412070;312061;65031;1050;0
480;11;15351249;62967;0;15042760;308489;61966;1001;0
480;12;15578030;61766;0;15267105;310925;60793;973;0
480;13;16087193;64832;0;15776564;310629;63852;980;0
480;14;14363695;59532;0;14056272;307423;58430;1102;0
480;15;16432757;64491;0;16122248;310509;63591;900;0
480;16;15172519;60933;0;14861614;310905;59989;944;0
480;17;15239353;61887;0;14929548;309805;60910;977;0
480;18;15399668;62898;0;15090210;309458;61882;1016;0
480;19;17425380;67649;0;17116400;308980;66713;936;0
480;2;15954080;62425;0;15646639;307441;61472;953;0
480;20;16574375;65408;0;16265146;309229;64349;1059;0
480;21;14945225;61034;0;14634288;310937;60069;965;0
480;22;15773954;62853;0;15464250;309704;61776;1077;0
480;23;15987318;63977;0;15678232;309086;63035;942;0
480;24;15793091;63443;0;15482792;310299;62402;1041;0
480;25;16104743;63509;0;15795938;308805;62523;986;0
480;26;17947305;67653;0;17638528;308777;66650;1003;0
480;27;16357695;61884;0;16048121;309574;60884;1000;0
480;28;14288781;58719;0;13979698;309083;57614;1105;0
480;29;17164622;66570;0;16851408;313214;65513;1057;0
480;3;17431078;68675;0;17119547;311531;67726;949;0
480;31;17433955;68964;0;17122130;311825;67985;979;0
480;32;16410985;64581;0;16099648;311337;63634;947;0
480;33;15756770;62986;0;15447442;309328;61965;1021;0
480;34;16247877;63742;0;15937365;310512;62820;922;0
480;36;16068886;63576;0;15758179;310707;62605;971;0
480;37;16637997;65265;0;16327219;310778;64303;962;0
480;38;17025376;64289;0;16714478;310898;63350;939;0
480;39;15650415;63777;0;15339209;311206;62839;938;0
480;4;15723400;63296;0;15414206;309194;62355;941;0
480;5;15643735;62344;0;15331592;312143;61384;960;0
480;6;15827257;63993;0;15518796;308461;62985;1008;0
480;7;16375378;66024;0;16064884;310494;65025;999;0
480;8;16355576;65140;0;16045020;310556;64162;978;0
480;9;16274390;64807;0;15964617;309773;63831;976;0
500;0;16276160;62501;0;15945186;330974;61495;1006;0
500;1;17049835;66712;0;16720814;329021;65706;1006;0
500;10;16542852;63556;0;16214165;328687;62561;995;1
500;11;16826208;63495;0;16496698;329510;62513;982;0
500;12;19935377;74571;0;19602088;333289;73614;957;0
500;13;18052110;68918;0;17722545;329565;67894;1024;0
500;14;17462203;66936;0;17132570;329633;66018;918;0
500;15;18004407;66330;0;17673368;331039;65282;1048;0
500;16;17491309;67714;0;17162397;328912;66707;1007;0
500;17;17667939;67112;0;17337913;330026;66178;934;0
500;18;18627201;70166;0;18298204;328997;69189;977;0
500;19;18199099;67913;0;17869168;329931;66860;1053;0
500;2;16726927;64182;0;16396041;330886;63179;1003;0
500;20;17738488;65773;0;17408396;330092;64669;1104;0
500;21;18358246;69300;0;18027828;330418;68295;1005;0
500;22;17478324;66222;0;17149755;328569;65215;1007;0
500;23;16522510;63443;0;16191485;331025;62397;1046;0
500;24;16794886;65977;0;16463523;331363;64948;1029;0
500;25;17501727;67061;0;17173441;328286;66096;965;0
500;26;16662479;63118;0;16333182;329297;62164;954;0
500;27;17506374;67834;0;17177313;329061;66812;1022;0
500;28;15871376;61169;0;15545365;326011;59979;1190;0
500;29;17137769;65618;0;16807903;329866;64624;994;0
500;3;16941050;64677;0;16611993;329057;63752;925;0
500;30;17801868;68122;0;17471880;329988;67020;1102;0
500;31;16545827;62517;0;16216635;329192;61507;1010;0
500;32;16200205;63226;0;15871999;328206;62261;965;0
500;33;17251338;66681;0;16920363;330975;65686;995;0
500;34;17731925;67216;0;17402984;328941;66282;934;0
500;35;17387533;66875;0;17056256;331277;65830;1045;0
500;36;17577899;67455;0;17249336;328563;66430;1025;0
500;37;18449007;68529;0;18120506;328501;67569;960;0
500;38;17118185;65615;0;16787337;330848;64591;1024;0
500;39;16306562;65514;0;15976179;330383;64502;1012;0
500;4;17591945;65551;0;17262743;329202;64619;932;0
500;5;17245425;67760;0;16916043;329382;66660;1100;0
500;6;18079776;67591;0;17748870;330906;66544;1047;0
500;7;17561562;66997;0;17231682;329880;66062;935;0
500;8;17101492;65140;0;16772273;329219;64151;989;0
500;9;18843080;71694;0;18510998;332082;70694;1000;0
60;0;259412;8253;0;244956;14456;7883;370;0
60;1;263733;8294;0;248995;14738;7936;358;0
60;10;261123;7809;0;246435;14688;7454;355;0
60;11;259352;8198;0;244663;14689;7814;384;0
60;12;266390;8185;0;251969;14421;7865;320;0
60;13;241754;8362;0;227142;14612;8027;335;0
60;14;235635;7822;0;220552;15083;7424;398;0
60;15;257697;7726;0;243321;14376;7370;356;0
60;16;256817;8654;0;242264;14553;8302;352;0
60;17;218998;7573;0;204681;14317;7241;332;0
60;18;238927;8079;0;224317;14610;7725;354;0
60;19;262756;8128;0;248147;14609;7801;327;0
60;2;221980;7537;0;207822;14158;7174;363;0
60;20;242535;7927;0;228061;14474;7581;346;0
60;21;269820;8388;0;255074;14746;8007;381;0
60;22;243033;8439;0;228377;14656;8090;349;0
60;23;255525;7857;0;240950;14575;7503;354;0
60;24;237739;7757;0;223313;14426;7447;310;0
60;25;256617;8554;0;242124;14493;8154;400;0
60;26;215872;7360;0;201151;14721;6876;484;0
60;27;250345;8103;0;235561;14784;7769;334;0
60;28;242437;7860;0;227858;14579;7552;308;0
60;29;284384;9280;0;270007;14377;8939;341;0
60;3;242564;7580;0;228005;14559;7213;367;0
60;30;274776;8963;0;260053;14723;8601;362;0
60;31;257721;8395;0;243048;14673;8018;377;0
60;32;260756;8074;0;246014;14742;7648;426;0
60;33;264572;8578;0;250155;14417;8222;356;0
60;34;258466;8309;0;243834;14632;7937;372;0
60;35;255455;8026;0;241141;14314;7674;352;0
60;36;236690;7522;0;222377;14313;7133;389;0
60;37;235357;7541;0;220837;14520;7183;358;0
60;38;276542;9018;0;261823;14719;8657;361;0
60;39;269129;8602;0;254779;14350;8256;346;0
60;4;292908;8970;0;278514;14394;8621;349;0
60;5;232219;7747;0;217598;14621;7403;344;0
60;6;280773;8439;0;266422;14351;8082;357;0
60;7;232516;7505;0;217797;14719;7131;374;0
60;8;267311;8371;0;252672;14639;8026;345;0
60;9;232307;7494;0;217471;14836;7127;367;0
80;0;419383;10270;0;397042;22341;9880;390;0
80;1;416807;10215;0;394378;22429;9750;465;0
80;10;460792;10946;0;438543;22249;10528;418;0
80;11;430724;10349;0;409018;21706;9989;360;0
80;12;478918;11558;0;456576;22342;11184;374;0
80;13;393360;9598;0;371517;21843;9196;402;0
80;14;426128;10348;0;404245;21883;9943;405;0
80;15;440345;10361;0;418121;22224;9940;421;0
80;16;402669;10115;0;379927;22742;9689;426;0
80;17;490779;12031;0;468316;22463;11566;465;0
80;18;380427;9399;0;358318;22109;9003;396;0
80;19;418731;10419;0;396696;22035;10049;370;0
80;2;403640;10463;0;381794;21846;10020;443;0
80;20;506353;12223;0;484175;22178;11747;476;0
80;21;491902;11135;0;469681;22221;10663;472;0
80;22;405276;10456;0;382776;22500;10031;425;0
80;23;421357;10598;0;399228;22129;10199;399;0
80;24;420186;10975;0;397969;22217;10609;366;0
80;25;414508;10244;0;392403;22105;9880;364;0
80;26;429695;10883;0;407566;22129;10456;427;0
80;27;414020;10305;0;391862;22158;9914;391;0
80;28;512193;11597;0;489889;22304;11182;415;0
80;29;481347;11560;0;459645;21702;11207;353;0
80;3;531964;13097;0;509644;22320;12745;352;0
80;30;428717;10704;0;406553;22164;10272;432;0
80;31;416321;10151;0;394339;21982;9713;438;0
80;32;441000;10684;0;418602;22398;10253;431;0
80;33;408201;9849;0;385871;22330;9442;407;0
80;34;441051;11033;0;418754;22297;10646;387;0
80;35;453494;10674;0;431406;22088;10240;434;0
80;36;463549;11126;0;441861;21688;10739;387;0
80;37;442862;10726;0;420595;22267;10214;512;0
80;38;521131;11973;0;499008;22123;11543;430;0
80;39;412213;9950;0;390103;22110;9578;372;0
80;4;453206;11117;0;431278;21928;10716;401;0
80;5;430210;10254;0;407790;22420;9848;406;0
80;6;420854;9851;0;398688;22166;9460;391;0
80;7;472799;11146;0;450706;22093;10751;395;0
80;8;454725;11232;0;432368;22357;10852;380;0
80;9;425204;11029;0;403047;22157;10518;511;0
